agency_cd,site_no,Date,Flow,Flow_cd
USGS,08162600,2000-01-01,0.84,A
USGS,08162600,2000-01-02,3,A
USGS,08162600,2000-01-03,3.4,A
USGS,08162600,2000-01-04,2.6,A
USGS,08162600,2000-01-05,1.6,A
USGS,08162600,2000-01-06,3.2,A
USGS,08162600,2000-01-07,11,A
USGS,08162600,2000-01-08,17,A
USGS,08162600,2000-01-09,22,A
USGS,08162600,2000-01-10,18,A
USGS,08162600,2000-01-11,13,A
USGS,08162600,2000-01-12,6.2,A
USGS,08162600,2000-01-13,1.6,A
USGS,08162600,2000-01-14,2.2,A
USGS,08162600,2000-01-15,3.2,A
USGS,08162600,2000-01-16,3.1,A
USGS,08162600,2000-01-17,7.7,A
USGS,08162600,2000-01-18,3.6,A
USGS,08162600,2000-01-19,2.2,A
USGS,08162600,2000-01-20,2.4,A
USGS,08162600,2000-01-21,1.9,A
USGS,08162600,2000-01-22,4.1,A
USGS,08162600,2000-01-23,7.9,A
USGS,08162600,2000-01-24,8.1,A
USGS,08162600,2000-01-25,4.3,A
USGS,08162600,2000-01-26,2.1,A
USGS,08162600,2000-01-27,3.3,A
USGS,08162600,2000-01-28,36,A
USGS,08162600,2000-01-29,29,A
USGS,08162600,2000-01-30,25,A
USGS,08162600,2000-01-31,10,A
USGS,08162600,2000-02-01,5.3,A
USGS,08162600,2000-02-02,4.1,A
USGS,08162600,2000-02-03,3.3,A
USGS,08162600,2000-02-04,3.5,A
USGS,08162600,2000-02-05,2.9,A
USGS,08162600,2000-02-06,2.2,A
USGS,08162600,2000-02-07,2.8,A
USGS,08162600,2000-02-08,3,A
USGS,08162600,2000-02-09,2.3,A
USGS,08162600,2000-02-10,2,A
USGS,08162600,2000-02-11,2,A
USGS,08162600,2000-02-12,2,A
USGS,08162600,2000-02-13,2,A
USGS,08162600,2000-02-14,1.9,A
USGS,08162600,2000-02-15,1.7,A
USGS,08162600,2000-02-16,1.6,A
USGS,08162600,2000-02-17,1.5,A
USGS,08162600,2000-02-18,1.3,A
USGS,08162600,2000-02-19,1.1,A
USGS,08162600,2000-02-20,2.5,A
USGS,08162600,2000-02-21,7.6,A
USGS,08162600,2000-02-22,6,A
USGS,08162600,2000-02-23,373,A
USGS,08162600,2000-02-24,280,A
USGS,08162600,2000-02-25,96,A
USGS,08162600,2000-02-26,37,A
USGS,08162600,2000-02-27,16,A
USGS,08162600,2000-02-28,8.1,A
USGS,08162600,2000-02-29,6.4,A
USGS,08162600,2000-03-01,8.1,A
USGS,08162600,2000-03-02,7.7,A
USGS,08162600,2000-03-03,4.7,A
USGS,08162600,2000-03-04,2.5,A
USGS,08162600,2000-03-05,1,A
USGS,08162600,2000-03-06,0.6,A
USGS,08162600,2000-03-07,0.42,A
USGS,08162600,2000-03-08,0.78,A
USGS,08162600,2000-03-09,2.2,A
USGS,08162600,2000-03-10,3.1,A
USGS,08162600,2000-03-11,20,A
USGS,08162600,2000-03-12,16,A
USGS,08162600,2000-03-13,22,A
USGS,08162600,2000-03-14,144,A
USGS,08162600,2000-03-15,1070,A
USGS,08162600,2000-03-16,622,A
USGS,08162600,2000-03-17,172,A
USGS,08162600,2000-03-18,63,A
USGS,08162600,2000-03-19,33,A
USGS,08162600,2000-03-20,20,A
USGS,08162600,2000-03-21,14,A
USGS,08162600,2000-03-22,10,A
USGS,08162600,2000-03-23,6.2,A
USGS,08162600,2000-03-24,5.6,A
USGS,08162600,2000-03-25,4.6,A
USGS,08162600,2000-03-26,4.4,A
USGS,08162600,2000-03-27,6.7,A
USGS,08162600,2000-03-28,5.1,A
USGS,08162600,2000-03-29,4.3,A
USGS,08162600,2000-03-30,4.4,A
USGS,08162600,2000-03-31,6.8,A
USGS,08162600,2000-04-01,5.8,A
USGS,08162600,2000-04-02,205,A
USGS,08162600,2000-04-03,1390,A
USGS,08162600,2000-04-04,540,A
USGS,08162600,2000-04-05,127,A
USGS,08162600,2000-04-06,47,A
USGS,08162600,2000-04-07,21,A
USGS,08162600,2000-04-08,10,A
USGS,08162600,2000-04-09,8.3,A
USGS,08162600,2000-04-10,8.3,A
USGS,08162600,2000-04-11,8.8,A
USGS,08162600,2000-04-12,217,A
USGS,08162600,2000-04-13,739,A
USGS,08162600,2000-04-14,222,A
USGS,08162600,2000-04-15,83,A
USGS,08162600,2000-04-16,43,A
USGS,08162600,2000-04-17,25,A
USGS,08162600,2000-04-18,14,A
USGS,08162600,2000-04-19,10,A
USGS,08162600,2000-04-20,10,A
USGS,08162600,2000-04-21,10,A
USGS,08162600,2000-04-22,7.7,A
USGS,08162600,2000-04-23,7.5,A
USGS,08162600,2000-04-24,7.6,A
USGS,08162600,2000-04-25,6.1,A
USGS,08162600,2000-04-26,6.2,A
USGS,08162600,2000-04-27,7.2,A
USGS,08162600,2000-04-28,9.1,A
USGS,08162600,2000-04-29,10,A
USGS,08162600,2000-04-30,11,A
USGS,08162600,2000-05-01,8,A
USGS,08162600,2000-05-02,1540,A
USGS,08162600,2000-05-03,2360,A
USGS,08162600,2000-05-04,611,A
USGS,08162600,2000-05-05,217,A
USGS,08162600,2000-05-06,104,A
USGS,08162600,2000-05-07,56,A
USGS,08162600,2000-05-08,29,A
USGS,08162600,2000-05-09,19,A
USGS,08162600,2000-05-10,16,A
USGS,08162600,2000-05-11,23,A
USGS,08162600,2000-05-12,22,A
USGS,08162600,2000-05-13,13,A
USGS,08162600,2000-05-14,9.9,A
USGS,08162600,2000-05-15,14,A
USGS,08162600,2000-05-16,15,A
USGS,08162600,2000-05-17,8.4,A
USGS,08162600,2000-05-18,6.8,A
USGS,08162600,2000-05-19,6.9,A
USGS,08162600,2000-05-20,2350,A
USGS,08162600,2000-05-21,2490,A
USGS,08162600,2000-05-22,627,A
USGS,08162600,2000-05-23,235,A
USGS,08162600,2000-05-24,121,A
USGS,08162600,2000-05-25,67,A
USGS,08162600,2000-05-26,42,A
USGS,08162600,2000-05-27,32,A
USGS,08162600,2000-05-28,23,A
USGS,08162600,2000-05-29,80,A
USGS,08162600,2000-05-30,73,A
USGS,08162600,2000-05-31,33,A
USGS,08162600,2000-06-01,17,A
USGS,08162600,2000-06-02,15,A
USGS,08162600,2000-06-03,15,A
USGS,08162600,2000-06-04,14,A
USGS,08162600,2000-06-05,13,A
USGS,08162600,2000-06-06,13,A
USGS,08162600,2000-06-07,16,A
USGS,08162600,2000-06-08,16,A
USGS,08162600,2000-06-09,255,A
USGS,08162600,2000-06-10,462,A
USGS,08162600,2000-06-11,381,A
USGS,08162600,2000-06-12,269,A
USGS,08162600,2000-06-13,124,A
USGS,08162600,2000-06-14,64,A
USGS,08162600,2000-06-15,35,A
USGS,08162600,2000-06-16,16,A
USGS,08162600,2000-06-17,30,A
USGS,08162600,2000-06-18,97,A
USGS,08162600,2000-06-19,61,A
USGS,08162600,2000-06-20,32,A
USGS,08162600,2000-06-21,21,A
USGS,08162600,2000-06-22,21,A
USGS,08162600,2000-06-23,16,A
USGS,08162600,2000-06-24,13,A
USGS,08162600,2000-06-25,12,A
USGS,08162600,2000-06-26,12,A
USGS,08162600,2000-06-27,12,A
USGS,08162600,2000-06-28,12,A
USGS,08162600,2000-06-29,17,A
USGS,08162600,2000-06-30,17,A
USGS,08162600,2000-07-01,15,A
USGS,08162600,2000-07-02,13,A
USGS,08162600,2000-07-03,10,A
USGS,08162600,2000-07-04,8.4,A
USGS,08162600,2000-07-05,7,A
USGS,08162600,2000-07-06,7.3,A
USGS,08162600,2000-07-07,9.5,A
USGS,08162600,2000-07-08,9.8,A
USGS,08162600,2000-07-09,9.7,A
USGS,08162600,2000-07-10,9.5,A
USGS,08162600,2000-07-11,15,A
USGS,08162600,2000-07-12,23,A
USGS,08162600,2000-07-13,26,A
USGS,08162600,2000-07-14,19,A
USGS,08162600,2000-07-15,15,A
USGS,08162600,2000-07-16,18,A
USGS,08162600,2000-07-17,14,A
USGS,08162600,2000-07-18,8.4,A
USGS,08162600,2000-07-19,8.3,A
USGS,08162600,2000-07-20,8.3,A
USGS,08162600,2000-07-21,12,A
USGS,08162600,2000-07-22,13,A
USGS,08162600,2000-07-23,21,A
USGS,08162600,2000-07-24,23,A
USGS,08162600,2000-07-25,43,A
USGS,08162600,2000-07-26,43,A
USGS,08162600,2000-07-27,33,A
USGS,08162600,2000-07-28,21,A
USGS,08162600,2000-07-29,21,A
USGS,08162600,2000-07-30,29,A
USGS,08162600,2000-07-31,30,A
USGS,08162600,2000-08-01,27,A
USGS,08162600,2000-08-02,23,A
USGS,08162600,2000-08-03,18,A
USGS,08162600,2000-08-04,14,A
USGS,08162600,2000-08-05,12,A
USGS,08162600,2000-08-06,28,A
USGS,08162600,2000-08-07,33,A
USGS,08162600,2000-08-08,12,A
USGS,08162600,2000-08-09,8.2,A
USGS,08162600,2000-08-10,13,A
USGS,08162600,2000-08-11,14,A
USGS,08162600,2000-08-12,11,A
USGS,08162600,2000-08-13,8.5,A
USGS,08162600,2000-08-14,4.9,A
USGS,08162600,2000-08-15,2.6,A
USGS,08162600,2000-08-16,1.9,A
USGS,08162600,2000-08-17,0.78,A
USGS,08162600,2000-08-18,0.22,A
USGS,08162600,2000-08-19,1.4,A
USGS,08162600,2000-08-20,2.1,A
USGS,08162600,2000-08-21,0.93,A
USGS,08162600,2000-08-22,0.75,A
USGS,08162600,2000-08-23,1.1,A
USGS,08162600,2000-08-24,1.6,A
USGS,08162600,2000-08-25,4.8,A
USGS,08162600,2000-08-26,8.1,A
USGS,08162600,2000-08-27,17,A
USGS,08162600,2000-08-28,16,A
USGS,08162600,2000-08-29,9.8,A
USGS,08162600,2000-08-30,6.5,A
USGS,08162600,2000-08-31,6.2,A
USGS,08162600,2000-09-01,8.2,A
USGS,08162600,2000-09-02,5.1,A
USGS,08162600,2000-09-03,2.5,A
USGS,08162600,2000-09-04,2.4,A
USGS,08162600,2000-09-05,4.9,A
USGS,08162600,2000-09-06,4.5,A
USGS,08162600,2000-09-07,3.1,A
USGS,08162600,2000-09-08,2.4,A
USGS,08162600,2000-09-09,2.3,A
USGS,08162600,2000-09-10,1.5,A
USGS,08162600,2000-09-11,0.8,A
USGS,08162600,2000-09-12,7.6,A
USGS,08162600,2000-09-13,11,A
USGS,08162600,2000-09-14,12,A
USGS,08162600,2000-09-15,11,A
USGS,08162600,2000-09-16,9.3,A
USGS,08162600,2000-09-17,9.9,A
USGS,08162600,2000-09-18,10,A
USGS,08162600,2000-09-19,8.8,A
USGS,08162600,2000-09-20,5.9,A
USGS,08162600,2000-09-21,6.6,A
USGS,08162600,2000-09-22,15,A
USGS,08162600,2000-09-23,12,A
USGS,08162600,2000-09-24,6,A e
USGS,08162600,2000-09-25,2,A e
USGS,08162600,2000-09-26,1.8,A e
USGS,08162600,2000-09-27,1.8,A
USGS,08162600,2000-09-28,1.3,A
USGS,08162600,2000-09-29,6.7,A
USGS,08162600,2000-09-30,17,A
USGS,08162600,2000-10-01,13,A
USGS,08162600,2000-10-02,8.8,A
USGS,08162600,2000-10-03,3.9,A
USGS,08162600,2000-10-04,2.1,A
USGS,08162600,2000-10-05,1.9,A
USGS,08162600,2000-10-06,5.8,A
USGS,08162600,2000-10-07,11,A
USGS,08162600,2000-10-08,23,A
USGS,08162600,2000-10-09,29,A e
USGS,08162600,2000-10-10,25,A e
USGS,08162600,2000-10-11,22,A
USGS,08162600,2000-10-12,14,A
USGS,08162600,2000-10-13,9.9,A
USGS,08162600,2000-10-14,9.5,A
USGS,08162600,2000-10-15,11,A
USGS,08162600,2000-10-16,7.7,A
USGS,08162600,2000-10-17,3.6,A
USGS,08162600,2000-10-18,24,A
USGS,08162600,2000-10-19,52,A e
USGS,08162600,2000-10-20,58,A e
USGS,08162600,2000-10-21,51,A e
USGS,08162600,2000-10-22,39,A e
USGS,08162600,2000-10-23,30,A e
USGS,08162600,2000-10-24,23,A
USGS,08162600,2000-10-25,15,A
USGS,08162600,2000-10-26,14,A
USGS,08162600,2000-10-27,11,A
USGS,08162600,2000-10-28,4.9,A
USGS,08162600,2000-10-29,3.9,A
USGS,08162600,2000-10-30,3.2,A
USGS,08162600,2000-10-31,3.8,A
USGS,08162600,2000-11-01,4.6,A
USGS,08162600,2000-11-02,3.5,A
USGS,08162600,2000-11-03,7.3,A
USGS,08162600,2000-11-04,16,A
USGS,08162600,2000-11-05,18,A
USGS,08162600,2000-11-06,782,A
USGS,08162600,2000-11-07,855,A
USGS,08162600,2000-11-08,232,A
USGS,08162600,2000-11-09,95,A
USGS,08162600,2000-11-10,47,A
USGS,08162600,2000-11-11,29,A
USGS,08162600,2000-11-12,20,A
USGS,08162600,2000-11-13,15,A
USGS,08162600,2000-11-14,13,A
USGS,08162600,2000-11-15,12,A
USGS,08162600,2000-11-16,364,A
USGS,08162600,2000-11-17,3220,A e
USGS,08162600,2000-11-18,2990,A e
USGS,08162600,2000-11-19,2150,A e
USGS,08162600,2000-11-20,1210,A e
USGS,08162600,2000-11-21,449,A
USGS,08162600,2000-11-22,183,A
USGS,08162600,2000-11-23,100,A
USGS,08162600,2000-11-24,1510,A
USGS,08162600,2000-11-25,1570,A
USGS,08162600,2000-11-26,473,A
USGS,08162600,2000-11-27,191,A
USGS,08162600,2000-11-28,106,A
USGS,08162600,2000-11-29,63,A
USGS,08162600,2000-11-30,44,A
USGS,08162600,2000-12-01,38,A
USGS,08162600,2000-12-02,31,A
USGS,08162600,2000-12-03,24,A
USGS,08162600,2000-12-04,19,A
USGS,08162600,2000-12-05,16,A
USGS,08162600,2000-12-06,16,A
USGS,08162600,2000-12-07,15,A
USGS,08162600,2000-12-08,14,A
USGS,08162600,2000-12-09,13,A
USGS,08162600,2000-12-10,11,A
USGS,08162600,2000-12-11,9.9,A
USGS,08162600,2000-12-12,8.4,A
USGS,08162600,2000-12-13,8.4,A
USGS,08162600,2000-12-14,8.5,A
USGS,08162600,2000-12-15,8.7,A
USGS,08162600,2000-12-16,10,A
USGS,08162600,2000-12-17,8.3,A
USGS,08162600,2000-12-18,8.7,A
USGS,08162600,2000-12-19,7.3,A
USGS,08162600,2000-12-20,9.8,A
USGS,08162600,2000-12-21,11,A
USGS,08162600,2000-12-22,12,A
USGS,08162600,2000-12-23,10,A
USGS,08162600,2000-12-24,7.9,A
USGS,08162600,2000-12-25,43,A
USGS,08162600,2000-12-26,326,A
USGS,08162600,2000-12-27,1200,A
USGS,08162600,2000-12-28,552,A
USGS,08162600,2000-12-29,179,A
USGS,08162600,2000-12-30,83,A
USGS,08162600,2000-12-31,46,A
USGS,08162600,2001-01-01,32,A
USGS,08162600,2001-01-02,26,A
USGS,08162600,2001-01-03,28,A
USGS,08162600,2001-01-04,23,A
USGS,08162600,2001-01-05,23,A
USGS,08162600,2001-01-06,15,A
USGS,08162600,2001-01-07,18,A
USGS,08162600,2001-01-08,17,A
USGS,08162600,2001-01-09,13,A
USGS,08162600,2001-01-10,290,A
USGS,08162600,2001-01-11,2820,A
USGS,08162600,2001-01-12,1130,A
USGS,08162600,2001-01-13,299,A
USGS,08162600,2001-01-14,151,A
USGS,08162600,2001-01-15,88,A
USGS,08162600,2001-01-16,98,A
USGS,08162600,2001-01-17,151,A
USGS,08162600,2001-01-18,297,A
USGS,08162600,2001-01-19,887,A
USGS,08162600,2001-01-20,466,A
USGS,08162600,2001-01-21,153,A
USGS,08162600,2001-01-22,76,A
USGS,08162600,2001-01-23,54,A
USGS,08162600,2001-01-24,36,A
USGS,08162600,2001-01-25,25,A
USGS,08162600,2001-01-26,19,A
USGS,08162600,2001-01-27,16,A
USGS,08162600,2001-01-28,14,A
USGS,08162600,2001-01-29,59,A
USGS,08162600,2001-01-30,77,A
USGS,08162600,2001-01-31,55,A
USGS,08162600,2001-02-01,29,A
USGS,08162600,2001-02-02,23,A
USGS,08162600,2001-02-03,18,A
USGS,08162600,2001-02-04,12,A
USGS,08162600,2001-02-05,11,A
USGS,08162600,2001-02-06,10,A
USGS,08162600,2001-02-07,11,A
USGS,08162600,2001-02-08,9.7,A
USGS,08162600,2001-02-09,9.6,A
USGS,08162600,2001-02-10,10,A
USGS,08162600,2001-02-11,9.5,A
USGS,08162600,2001-02-12,9.8,A
USGS,08162600,2001-02-13,9.6,A
USGS,08162600,2001-02-14,9.3,A
USGS,08162600,2001-02-15,9.1,A
USGS,08162600,2001-02-16,9.2,A
USGS,08162600,2001-02-17,9.2,A
USGS,08162600,2001-02-18,9.9,A
USGS,08162600,2001-02-19,11,A
USGS,08162600,2001-02-20,8.7,A
USGS,08162600,2001-02-21,7.5,A
USGS,08162600,2001-02-22,7.2,A
USGS,08162600,2001-02-23,7.1,A
USGS,08162600,2001-02-24,8.2,A
USGS,08162600,2001-02-25,11,A
USGS,08162600,2001-02-26,9.4,A
USGS,08162600,2001-02-27,7.4,A
USGS,08162600,2001-02-28,11,A
USGS,08162600,2001-03-01,12,A
USGS,08162600,2001-03-02,11,A
USGS,08162600,2001-03-03,19,A
USGS,08162600,2001-03-04,34,A
USGS,08162600,2001-03-05,27,A
USGS,08162600,2001-03-06,15,A
USGS,08162600,2001-03-07,9.8,A
USGS,08162600,2001-03-08,11,A
USGS,08162600,2001-03-09,19,A
USGS,08162600,2001-03-10,13,A
USGS,08162600,2001-03-11,13,A
USGS,08162600,2001-03-12,11,A
USGS,08162600,2001-03-13,9.1,A
USGS,08162600,2001-03-14,10,A
USGS,08162600,2001-03-15,25,A
USGS,08162600,2001-03-16,81,A
USGS,08162600,2001-03-17,42,A
USGS,08162600,2001-03-18,24,A
USGS,08162600,2001-03-19,15,A
USGS,08162600,2001-03-20,13,A
USGS,08162600,2001-03-21,14,A
USGS,08162600,2001-03-22,12,A
USGS,08162600,2001-03-23,9.1,A
USGS,08162600,2001-03-24,8.3,A
USGS,08162600,2001-03-25,8.2,A
USGS,08162600,2001-03-26,7.7,A
USGS,08162600,2001-03-27,7.9,A
USGS,08162600,2001-03-28,9.6,A
USGS,08162600,2001-03-29,15,A
USGS,08162600,2001-03-30,24,A
USGS,08162600,2001-03-31,17,A
USGS,08162600,2001-04-01,11,A
USGS,08162600,2001-04-02,9.4,A
USGS,08162600,2001-04-03,9.6,A
USGS,08162600,2001-04-04,12,A
USGS,08162600,2001-04-05,11,A
USGS,08162600,2001-04-06,8.8,A
USGS,08162600,2001-04-07,9.6,A
USGS,08162600,2001-04-08,9.9,A
USGS,08162600,2001-04-09,11,A
USGS,08162600,2001-04-10,13,A
USGS,08162600,2001-04-11,8.3,A
USGS,08162600,2001-04-12,9.3,A
USGS,08162600,2001-04-13,9.6,A
USGS,08162600,2001-04-14,12,A
USGS,08162600,2001-04-15,12,A
USGS,08162600,2001-04-16,14,A
USGS,08162600,2001-04-17,31,A
USGS,08162600,2001-04-18,22,A
USGS,08162600,2001-04-19,23,A
USGS,08162600,2001-04-20,22,A
USGS,08162600,2001-04-21,14,A
USGS,08162600,2001-04-22,11,A
USGS,08162600,2001-04-23,11,A
USGS,08162600,2001-04-24,10,A
USGS,08162600,2001-04-25,11,A
USGS,08162600,2001-04-26,11,A
USGS,08162600,2001-04-27,12,A
USGS,08162600,2001-04-28,11,A
USGS,08162600,2001-04-29,11,A
USGS,08162600,2001-04-30,11,A
USGS,08162600,2001-05-01,15,A
USGS,08162600,2001-05-02,9,A
USGS,08162600,2001-05-03,8.7,A
USGS,08162600,2001-05-04,9.3,A
USGS,08162600,2001-05-05,15,A
USGS,08162600,2001-05-06,1070,A
USGS,08162600,2001-05-07,1510,A
USGS,08162600,2001-05-08,1100,A
USGS,08162600,2001-05-09,317,A
USGS,08162600,2001-05-10,199,A
USGS,08162600,2001-05-11,122,A
USGS,08162600,2001-05-12,53,A
USGS,08162600,2001-05-13,135,A
USGS,08162600,2001-05-14,90,A
USGS,08162600,2001-05-15,46,A
USGS,08162600,2001-05-16,25,A
USGS,08162600,2001-05-17,16,A
USGS,08162600,2001-05-18,15,A
USGS,08162600,2001-05-19,17,A
USGS,08162600,2001-05-20,16,A
USGS,08162600,2001-05-21,13,A
USGS,08162600,2001-05-22,12,A
USGS,08162600,2001-05-23,9.5,A
USGS,08162600,2001-05-24,9.4,A
USGS,08162600,2001-05-25,9.9,A
USGS,08162600,2001-05-26,11,A
USGS,08162600,2001-05-27,18,A
USGS,08162600,2001-05-28,21,A
USGS,08162600,2001-05-29,14,A
USGS,08162600,2001-05-30,14,A
USGS,08162600,2001-05-31,22,A
USGS,08162600,2001-06-01,62,A
USGS,08162600,2001-06-02,39,A
USGS,08162600,2001-06-03,25,A
USGS,08162600,2001-06-04,18,A
USGS,08162600,2001-06-05,15,A
USGS,08162600,2001-06-06,13,A
USGS,08162600,2001-06-07,13,A
USGS,08162600,2001-06-08,23,A
USGS,08162600,2001-06-09,57,A
USGS,08162600,2001-06-10,57,A
USGS,08162600,2001-06-11,41,A
USGS,08162600,2001-06-12,29,A
USGS,08162600,2001-06-13,21,A
USGS,08162600,2001-06-14,19,A
USGS,08162600,2001-06-15,22,A
USGS,08162600,2001-06-16,41,A
USGS,08162600,2001-06-17,32,A
USGS,08162600,2001-06-18,22,A
USGS,08162600,2001-06-19,18,A
USGS,08162600,2001-06-20,18,A
USGS,08162600,2001-06-21,21,A
USGS,08162600,2001-06-22,34,A
USGS,08162600,2001-06-23,24,A
USGS,08162600,2001-06-24,18,A
USGS,08162600,2001-06-25,16,A
USGS,08162600,2001-06-26,14,A
USGS,08162600,2001-06-27,14,A
USGS,08162600,2001-06-28,20,A
USGS,08162600,2001-06-29,21,A
USGS,08162600,2001-06-30,19,A
USGS,08162600,2001-07-01,17,A
USGS,08162600,2001-07-02,33,A
USGS,08162600,2001-07-03,228,A
USGS,08162600,2001-07-04,230,A
USGS,08162600,2001-07-05,152,A
USGS,08162600,2001-07-06,80,A
USGS,08162600,2001-07-07,47,A
USGS,08162600,2001-07-08,32,A
USGS,08162600,2001-07-09,24,A
USGS,08162600,2001-07-10,18,A
USGS,08162600,2001-07-11,14,A
USGS,08162600,2001-07-12,13,A
USGS,08162600,2001-07-13,13,A
USGS,08162600,2001-07-14,13,A
USGS,08162600,2001-07-15,13,A
USGS,08162600,2001-07-16,12,A
USGS,08162600,2001-07-17,13,A
USGS,08162600,2001-07-18,16,A
USGS,08162600,2001-07-19,17,A
USGS,08162600,2001-07-20,27,A
USGS,08162600,2001-07-21,42,A
USGS,08162600,2001-07-22,42,A
USGS,08162600,2001-07-23,30,A
USGS,08162600,2001-07-24,18,A
USGS,08162600,2001-07-25,15,A
USGS,08162600,2001-07-26,14,A
USGS,08162600,2001-07-27,17,A
USGS,08162600,2001-07-28,19,A
USGS,08162600,2001-07-29,23,A
USGS,08162600,2001-07-30,24,A
USGS,08162600,2001-07-31,18,A
USGS,08162600,2001-08-01,17,A
USGS,08162600,2001-08-02,17,A
USGS,08162600,2001-08-03,15,A
USGS,08162600,2001-08-04,14,A
USGS,08162600,2001-08-05,12,A
USGS,08162600,2001-08-06,11,A
USGS,08162600,2001-08-07,11,A
USGS,08162600,2001-08-08,14,A
USGS,08162600,2001-08-09,15,A
USGS,08162600,2001-08-10,15,A
USGS,08162600,2001-08-11,14,A
USGS,08162600,2001-08-12,12,A
USGS,08162600,2001-08-13,8.5,A
USGS,08162600,2001-08-14,6.2,A
USGS,08162600,2001-08-15,5.8,A
USGS,08162600,2001-08-16,5.1,A
USGS,08162600,2001-08-17,3.7,A
USGS,08162600,2001-08-18,3.1,A
USGS,08162600,2001-08-19,3.1,A
USGS,08162600,2001-08-20,3.2,A
USGS,08162600,2001-08-21,5.8,A
USGS,08162600,2001-08-22,5.8,A
USGS,08162600,2001-08-23,4.3,A
USGS,08162600,2001-08-24,4,A
USGS,08162600,2001-08-25,4.7,A
USGS,08162600,2001-08-26,8.2,A
USGS,08162600,2001-08-27,6.7,A
USGS,08162600,2001-08-28,11,A
USGS,08162600,2001-08-29,88,A
USGS,08162600,2001-08-30,150,A
USGS,08162600,2001-08-31,2200,A
USGS,08162600,2001-09-01,6160,A
USGS,08162600,2001-09-02,6770,A
USGS,08162600,2001-09-03,5390,A
USGS,08162600,2001-09-04,3650,A
USGS,08162600,2001-09-05,1880,A
USGS,08162600,2001-09-06,1290,A
USGS,08162600,2001-09-07,723,A
USGS,08162600,2001-09-08,302,A
USGS,08162600,2001-09-09,163,A
USGS,08162600,2001-09-10,149,A
USGS,08162600,2001-09-11,93,A
USGS,08162600,2001-09-12,58,A
USGS,08162600,2001-09-13,40,A
USGS,08162600,2001-09-14,33,A
USGS,08162600,2001-09-15,34,A
USGS,08162600,2001-09-16,28,A
USGS,08162600,2001-09-17,22,A
USGS,08162600,2001-09-18,19,A
USGS,08162600,2001-09-19,18,A
USGS,08162600,2001-09-20,17,A
USGS,08162600,2001-09-21,16,A
USGS,08162600,2001-09-22,19,A
USGS,08162600,2001-09-23,89,A
USGS,08162600,2001-09-24,189,A
USGS,08162600,2001-09-25,148,A
USGS,08162600,2001-09-26,67,A
USGS,08162600,2001-09-27,36,A
USGS,08162600,2001-09-28,23,A
USGS,08162600,2001-09-29,23,A
USGS,08162600,2001-09-30,21,A
USGS,08162600,2001-10-01,16,A
USGS,08162600,2001-10-02,15,A
USGS,08162600,2001-10-03,13,A
USGS,08162600,2001-10-04,11,A
USGS,08162600,2001-10-05,18,A
USGS,08162600,2001-10-06,80,A
USGS,08162600,2001-10-07,79,A
USGS,08162600,2001-10-08,46,A
USGS,08162600,2001-10-09,27,A
USGS,08162600,2001-10-10,19,A
USGS,08162600,2001-10-11,129,A
USGS,08162600,2001-10-12,392,A
USGS,08162600,2001-10-13,1320,A
USGS,08162600,2001-10-14,1810,A
USGS,08162600,2001-10-15,526,A
USGS,08162600,2001-10-16,216,A
USGS,08162600,2001-10-17,102,A
USGS,08162600,2001-10-18,59,A
USGS,08162600,2001-10-19,40,A
USGS,08162600,2001-10-20,29,A
USGS,08162600,2001-10-21,23,A
USGS,08162600,2001-10-22,18,A
USGS,08162600,2001-10-23,17,A
USGS,08162600,2001-10-24,14,A
USGS,08162600,2001-10-25,13,A
USGS,08162600,2001-10-26,12,A
USGS,08162600,2001-10-27,12,A
USGS,08162600,2001-10-28,13,A
USGS,08162600,2001-10-29,14,A
USGS,08162600,2001-10-30,14,A
USGS,08162600,2001-10-31,12,A
USGS,08162600,2001-11-01,11,A
USGS,08162600,2001-11-02,10,A
USGS,08162600,2001-11-03,10,A
USGS,08162600,2001-11-04,9.4,A
USGS,08162600,2001-11-05,14,A
USGS,08162600,2001-11-06,12,A
USGS,08162600,2001-11-07,11,A
USGS,08162600,2001-11-08,11,A
USGS,08162600,2001-11-09,31,A
USGS,08162600,2001-11-10,15,A
USGS,08162600,2001-11-11,12,A
USGS,08162600,2001-11-12,11,A
USGS,08162600,2001-11-13,9.9,A
USGS,08162600,2001-11-14,10,A
USGS,08162600,2001-11-15,10,A
USGS,08162600,2001-11-16,1110,A
USGS,08162600,2001-11-17,622,A
USGS,08162600,2001-11-18,189,A
USGS,08162600,2001-11-19,79,A
USGS,08162600,2001-11-20,44,A
USGS,08162600,2001-11-21,31,A
USGS,08162600,2001-11-22,26,A
USGS,08162600,2001-11-23,20,A
USGS,08162600,2001-11-24,15,A
USGS,08162600,2001-11-25,15,A
USGS,08162600,2001-11-26,14,A
USGS,08162600,2001-11-27,318,A
USGS,08162600,2001-11-28,1390,A
USGS,08162600,2001-11-29,529,A
USGS,08162600,2001-11-30,231,A
USGS,08162600,2001-12-01,121,A
USGS,08162600,2001-12-02,1100,A
USGS,08162600,2001-12-03,3890,A
USGS,08162600,2001-12-04,1230,A
USGS,08162600,2001-12-05,389,A
USGS,08162600,2001-12-06,195,A
USGS,08162600,2001-12-07,113,A
USGS,08162600,2001-12-08,83,A
USGS,08162600,2001-12-09,84,A
USGS,08162600,2001-12-10,79,A
USGS,08162600,2001-12-11,73,A
USGS,08162600,2001-12-12,1110,A
